sentiment,country,question,count
positive,United Arab Emirates,How much fun it will be,4
positive,United Arab Emirates,How it will make us all smarter and better educated,35
positive,United Arab Emirates,How easy it will make life,32
positive,United Arab Emirates,How it will bring the world together,35
positive,United Arab Emirates,Other (please specify),2
positive,United Arab Emirates,None of the above,22
negative,United Arab Emirates,,23
negative,United Arab Emirates,WeÛªll lose touch with one another,0
negative,United Arab Emirates,The loss of privacy,68
negative,United Arab Emirates,I have no fears about a more connected future,8
negative,United Arab Emirates,Other (please specify),6
negative,United Arab Emirates,WeÛªll be less safe,0
positive,Greece,,20
positive,Greece,How much fun it will be,34
positive,Greece,How it will make us all smarter and better educated,79
positive,Greece,How easy it will make life,109
positive,Greece,How it will bring the world together,49
positive,Greece,Other (please specify),23
positive,Greece,None of the above,86
negative,Greece,,19
negative,Greece,WeÛªll lose touch with one another,0
negative,Greece,The loss of privacy,198
negative,Greece,I have no fears about a more connected future,30
negative,Greece,Other (please specify),27
negative,Greece,WeÛªll be less safe,0
positive,Sudan,,21
positive,Sudan,How much fun it will be,0
positive,Sudan,How it will make us all smarter and better educated,9
positive,Sudan,How easy it will make life,7
positive,Sudan,How it will bring the world together,2
positive,Sudan,Other (please specify),1
positive,Sudan,None of the above,1
negative,Sudan,,21
negative,Sudan,WeÛªll lose touch with one another,0
negative,Sudan,The loss of privacy,11
negative,Sudan,I have no fears about a more connected future,2
negative,Sudan,Other (please specify),1
negative,Sudan,WeÛªll be less safe,0
positive,Grenada,,0
positive,Grenada,How much fun it will be,0
positive,Grenada,How it will make us all smarter and better educated,0
positive,Grenada,How easy it will make life,0
positive,Grenada,How it will bring the world together,0
positive,Grenada,Other (please specify),0
positive,Grenada,None of the above,2
negative,Grenada,,0
negative,Grenada,WeÛªll lose touch with one another,0
negative,Grenada,The loss of privacy,0
negative,Grenada,I have no fears about a more connected future,0
negative,Grenada,Other (please specify),1
negative,Grenada,WeÛªll be less safe,0
positive,Zambia,,6
positive,Zambia,How much fun it will be,0
positive,Zambia,How it will make us all smarter and better educated,4
positive,Zambia,How easy it will make life,8
positive,Zambia,How it will bring the world together,10
positive,Zambia,Other (please specify),0
positive,Zambia,None of the above,1
negative,Zambia,,5
negative,Zambia,WeÛªll lose touch with one another,0
negative,Zambia,The loss of privacy,8
negative,Zambia,I have no fears about a more connected future,3
negative,Zambia,Other (please specify),1
negative,Zambia,WeÛªll be less safe,0
positive,Latvia,,5
positive,Latvia,How much fun it will be,6
positive,Latvia,How it will make us all smarter and better educated,5
positive,Latvia,How easy it will make life,13
positive,Latvia,How it will bring the world together,3
positive,Latvia,Other (please specify),4
positive,Latvia,None of the above,8
negative,Latvia,,8
negative,Latvia,WeÛªll lose touch with one another,0
negative,Latvia,The loss of privacy,18
negative,Latvia,I have no fears about a more connected future,3
negative,Latvia,Other (please specify),2
negative,Latvia,WeÛªll be less safe,0
positive,Belgium,,110
positive,Belgium,How much fun it will be,168
positive,Belgium,How it will make us all smarter and better educated,361
positive,Belgium,How easy it will make life,623
positive,Belgium,How it will bring the world together,271
positive,Belgium,Other (please specify),247
positive,Belgium,None of the above,757
negative,Belgium,,109
negative,Belgium,WeÛªll lose touch with one another,0
negative,Belgium,The loss of privacy,1163
negative,Belgium,I have no fears about a more connected future,119
negative,Belgium,Other (please specify),308
negative,Belgium,WeÛªll be less safe,0
positive,Andorra,,1
positive,Andorra,How much fun it will be,1
positive,Andorra,How it will make us all smarter and better educated,0
positive,Andorra,How easy it will make life,2
positive,Andorra,How it will bring the world together,2
positive,Andorra,Other (please specify),1
positive,Andorra,None of the above,2
negative,Andorra,,1
negative,Andorra,WeÛªll lose touch with one another,0
negative,Andorra,The loss of privacy,5
negative,Andorra,I have no fears about a more connected future,0
negative,Andorra,Other (please specify),0
negative,Andorra,WeÛªll be less safe,0
positive,Saint Martin,,0
positive,Saint Martin,How much fun it will be,0
positive,Saint Martin,How it will make us all smarter and better educated,0
positive,Saint Martin,How easy it will make life,0
positive,Saint Martin,How it will bring the world together,0
positive,Saint Martin,Other (please specify),0
positive,Saint Martin,None of the above,1
negative,Saint Martin,,0
negative,Saint Martin,WeÛªll lose touch with one another,0
negative,Saint Martin,The loss of privacy,0
negative,Saint Martin,I have no fears about a more connected future,0
negative,Saint Martin,Other (please specify),0
negative,Saint Martin,WeÛªll be less safe,0
positive,Sierra Leone,,2
positive,Sierra Leone,How much fun it will be,0
positive,Sierra Leone,How it will make us all smarter and better educated,2
positive,Sierra Leone,How easy it will make life,2
positive,Sierra Leone,How it will bring the world together,0
positive,Sierra Leone,Other (please specify),0
positive,Sierra Leone,None of the above,0
negative,Sierra Leone,,2
negative,Sierra Leone,WeÛªll lose touch with one another,0
negative,Sierra Leone,The loss of privacy,2
negative,Sierra Leone,I have no fears about a more connected future,1
negative,Sierra Leone,Other (please specify),0
negative,Sierra Leone,WeÛªll be less safe,0
positive,India,,1960
positive,India,How much fun it will be,338
positive,India,How it will make us all smarter and better educated,1201
positive,India,How easy it will make life,1145
positive,India,How it will bring the world together,652
positive,India,Other (please specify),192
positive,India,None of the above,334
negative,India,,2027
negative,India,WeÛªll lose touch with one another,0
negative,India,The loss of privacy,1707
negative,India,I have no fears about a more connected future,423
negative,India,Other (please specify),204
negative,India,WeÛªll be less safe,0
positive,Panama,,16
positive,Panama,How much fun it will be,32
positive,Panama,How it will make us all smarter and better educated,25
positive,Panama,How easy it will make life,40
positive,Panama,How it will bring the world together,26
positive,Panama,Other (please specify),15
positive,Panama,None of the above,21
negative,Panama,,19
negative,Panama,WeÛªll lose touch with one another,0
negative,Panama,The loss of privacy,83
negative,Panama,I have no fears about a more connected future,11
negative,Panama,Other (please specify),8
negative,Panama,WeÛªll be less safe,0
positive,Pakistan,,183
positive,Pakistan,How much fun it will be,30
positive,Pakistan,How it will make us all smarter and better educated,87
positive,Pakistan,How easy it will make life,90
positive,Pakistan,How it will bring the world together,58
positive,Pakistan,Other (please specify),15
positive,Pakistan,None of the above,17
negative,Pakistan,,189
negative,Pakistan,WeÛªll lose touch with one another,0
negative,Pakistan,The loss of privacy,123
negative,Pakistan,I have no fears about a more connected future,31
negative,Pakistan,Other (please specify),14
negative,Pakistan,WeÛªll be less safe,0
positive,Congo,,4
positive,Congo,How much fun it will be,0
positive,Congo,How it will make us all smarter and better educated,5
positive,Congo,How easy it will make life,3
positive,Congo,How it will bring the world together,1
positive,Congo,Other (please specify),1
positive,Congo,None of the above,2
negative,Congo,,5
negative,Congo,WeÛªll lose touch with one another,0
negative,Congo,The loss of privacy,6
negative,Congo,I have no fears about a more connected future,0
negative,Congo,Other (please specify),0
negative,Congo,WeÛªll be less safe,0
positive,Moldova, Republic of,,1
positive,Moldova, Republic of,How much fun it will be,1
positive,Moldova, Republic of,How it will make us all smarter and better educated,1
positive,Moldova, Republic of,How easy it will make life,4
positive,Moldova, Republic of,How it will bring the world together,1
positive,Moldova, Republic of,Other (please specify),0
positive,Moldova, Republic of,None of the above,4
negative,Moldova, Republic of,,1
negative,Moldova, Republic of,WeÛªll lose touch with one another,0
negative,Moldova, Republic of,The loss of privacy,6
negative,Moldova, Republic of,I have no fears about a more connected future,1
negative,Moldova, Republic of,Other (please specify),0
negative,Moldova, Republic of,WeÛªll be less safe,0
positive,Netherlands,,25
positive,Netherlands,How much fun it will be,68
positive,Netherlands,How it will make us all smarter and better educated,138
positive,Netherlands,How easy it will make life,180
positive,Netherlands,How it will bring the world together,120
positive,Netherlands,Other (please specify),58
positive,Netherlands,None of the above,166
negative,Netherlands,,23
negative,Netherlands,WeÛªll lose touch with one another,0
negative,Netherlands,The loss of privacy,378
negative,Netherlands,I have no fears about a more connected future,47
negative,Netherlands,Other (please specify),64
negative,Netherlands,WeÛªll be less safe,0
positive,Liberia,,1
positive,Liberia,How much fun it will be,0
positive,Liberia,How it will make us all smarter and better educated,1
positive,Liberia,How easy it will make life,1
positive,Liberia,How it will bring the world together,5
positive,Liberia,Other (please specify),1
positive,Liberia,None of the above,0
negative,Liberia,,1
negative,Liberia,WeÛªll lose touch with one another,0
negative,Liberia,The loss of privacy,3
negative,Liberia,I have no fears about a more connected future,2
negative,Liberia,Other (please specify),1
negative,Liberia,WeÛªll be less safe,0
positive,Bulgaria,,12
positive,Bulgaria,How much fun it will be,15
positive,Bulgaria,How it will make us all smarter and better educated,33
positive,Bulgaria,How easy it will make life,34
positive,Bulgaria,How it will bring the world together,26
positive,Bulgaria,Other (please specify),5
positive,Bulgaria,None of the above,33
negative,Bulgaria,,13
negative,Bulgaria,WeÛªll lose touch with one another,0
negative,Bulgaria,The loss of privacy,54
negative,Bulgaria,I have no fears about a more connected future,12
negative,Bulgaria,Other (please specify),10
negative,Bulgaria,WeÛªll be less safe,0
positive,Hungary,,7
positive,Hungary,How much fun it will be,13
positive,Hungary,How it will make us all smarter and better educated,14
positive,Hungary,How easy it will make life,29
positive,Hungary,How it will bring the world together,16
positive,Hungary,Other (please specify),11
positive,Hungary,None of the above,32
negative,Hungary,,9
negative,Hungary,WeÛªll lose touch with one another,0
negative,Hungary,The loss of privacy,48
negative,Hungary,I have no fears about a more connected future,7
negative,Hungary,Other (please specify),8
negative,Hungary,WeÛªll be less safe,0
positive,Antigua and Barbuda,,0
positive,Antigua and Barbuda,How much fun it will be,0
positive,Antigua and Barbuda,How it will make us all smarter and better educated,0
positive,Antigua and Barbuda,How easy it will make life,0
positive,Antigua and Barbuda,How it will bring the world together,1
positive,Antigua and Barbuda,Other (please specify),0
positive,Antigua and Barbuda,None of the above,0
negative,Antigua and Barbuda,,0
negative,Antigua and Barbuda,WeÛªll lose touch with one another,0
negative,Antigua and Barbuda,The loss of privacy,0
negative,Antigua and Barbuda,I have no fears about a more connected future,1
negative,Antigua and Barbuda,Other (please specify),0
negative,Antigua and Barbuda,WeÛªll be less safe,0
positive,Qatar,,6
positive,Qatar,How much fun it will be,0
positive,Qatar,How it will make us all smarter and better educated,4
positive,Qatar,How easy it will make life,6
positive,Qatar,How it will bring the world together,12
positive,Qatar,Other (please specify),2
positive,Qatar,None of the above,3
negative,Qatar,,7
negative,Qatar,WeÛªll lose touch with one another,0
negative,Qatar,The loss of privacy,15
negative,Qatar,I have no fears about a more connected future,1
negative,Qatar,Other (please specify),1
negative,Qatar,WeÛªll be less safe,0
positive,Sri Lanka,,28
positive,Sri Lanka,How much fun it will be,7
positive,Sri Lanka,How it will make us all smarter and better educated,33
positive,Sri Lanka,How easy it will make life,32
positive,Sri Lanka,How it will bring the world together,14
positive,Sri Lanka,Other (please specify),4
positive,Sri Lanka,None of the above,1
negative,Sri Lanka,,32
negative,Sri Lanka,WeÛªll lose touch with one another,0
negative,Sri Lanka,The loss of privacy,35
negative,Sri Lanka,I have no fears about a more connected future,13
negative,Sri Lanka,Other (please specify),6
negative,Sri Lanka,WeÛªll be less safe,0
positive,Cyprus,,1
positive,Cyprus,How much fun it will be,2
positive,Cyprus,How it will make us all smarter and better educated,4
positive,Cyprus,How easy it will make life,8
positive,Cyprus,How it will bring the world together,13
positive,Cyprus,Other (please specify),5
positive,Cyprus,None of the above,3
negative,Cyprus,,1
negative,Cyprus,WeÛªll lose touch with one another,0
negative,Cyprus,The loss of privacy,14
negative,Cyprus,I have no fears about a more connected future,5
negative,Cyprus,Other (please specify),5
negative,Cyprus,WeÛªll be less safe,0
positive,Bahamas,,0
positive,Bahamas,How much fun it will be,1
positive,Bahamas,How it will make us all smarter and better educated,4
positive,Bahamas,How easy it will make life,1
positive,Bahamas,How it will bring the world together,0
positive,Bahamas,Other (please specify),0
positive,Bahamas,None of the above,1
negative,Bahamas,,0
negative,Bahamas,WeÛªll lose touch with one another,0
negative,Bahamas,The loss of privacy,3
negative,Bahamas,I have no fears about a more connected future,0
negative,Bahamas,Other (please specify),0
negative,Bahamas,WeÛªll be less safe,0
positive,Monaco,,0
positive,Monaco,How much fun it will be,2
positive,Monaco,How it will make us all smarter and better educated,2
positive,Monaco,How easy it will make life,10
positive,Monaco,How it will bring the world together,1
positive,Monaco,Other (please specify),0
positive,Monaco,None of the above,6
negative,Monaco,,0
negative,Monaco,WeÛªll lose touch with one another,0
negative,Monaco,The loss of privacy,8
negative,Monaco,I have no fears about a more connected future,1
negative,Monaco,Other (please specify),1
negative,Monaco,WeÛªll be less safe,0
positive,Wallis and Futuna,,1
positive,Wallis and Futuna,How much fun it will be,0
positive,Wallis and Futuna,How it will make us all smarter and better educated,0
positive,Wallis and Futuna,How easy it will make life,0
positive,Wallis and Futuna,How it will bring the world together,0
positive,Wallis and Futuna,Other (please specify),0
positive,Wallis and Futuna,None of the above,0
negative,Wallis and Futuna,,1
negative,Wallis and Futuna,WeÛªll lose touch with one another,0
negative,Wallis and Futuna,The loss of privacy,0
negative,Wallis and Futuna,I have no fears about a more connected future,0
negative,Wallis and Futuna,Other (please specify),0
negative,Wallis and Futuna,WeÛªll be less safe,0
positive,Uruguay,,19
positive,Uruguay,How much fun it will be,60
positive,Uruguay,How it will make us all smarter and better educated,67
positive,Uruguay,How easy it will make life,84
positive,Uruguay,How it will bring the world together,84
positive,Uruguay,Other (please specify),45
positive,Uruguay,None of the above,116
negative,Uruguay,,24
negative,Uruguay,WeÛªll lose touch with one another,0
negative,Uruguay,The loss of privacy,191
negative,Uruguay,I have no fears about a more connected future,63
negative,Uruguay,Other (please specify),30
negative,Uruguay,WeÛªll be less safe,0
positive,Papua New Guinea,,2
positive,Papua New Guinea,How much fun it will be,1
positive,Papua New Guinea,How it will make us all smarter and better educated,3
positive,Papua New Guinea,How easy it will make life,1
positive,Papua New Guinea,How it will bring the world together,3
positive,Papua New Guinea,Other (please specify),1
positive,Papua New Guinea,None of the above,1
negative,Papua New Guinea,,2
negative,Papua New Guinea,WeÛªll lose touch with one another,0
negative,Papua New Guinea,The loss of privacy,6
negative,Papua New Guinea,I have no fears about a more connected future,1
negative,Papua New Guinea,Other (please specify),2
negative,Papua New Guinea,WeÛªll be less safe,0
positive,Northern Mariana Islands,,0
positive,Northern Mariana Islands,How much fun it will be,0
positive,Northern Mariana Islands,How it will make us all smarter and better educated,1
positive,Northern Mariana Islands,How easy it will make life,0
positive,Northern Mariana Islands,How it will bring the world together,0
positive,Northern Mariana Islands,Other (please specify),0
positive,Northern Mariana Islands,None of the above,0
negative,Northern Mariana Islands,,0
negative,Northern Mariana Islands,WeÛªll lose touch with one another,0
negative,Northern Mariana Islands,The loss of privacy,0
negative,Northern Mariana Islands,I have no fears about a more connected future,1
negative,Northern Mariana Islands,Other (please specify),0
negative,Northern Mariana Islands,WeÛªll be less safe,0
positive,Lesotho,,1
positive,Lesotho,How much fun it will be,2
positive,Lesotho,How it will make us all smarter and better educated,0
positive,Lesotho,How easy it will make life,1
positive,Lesotho,How it will bring the world together,0
positive,Lesotho,Other (please specify),0
positive,Lesotho,None of the above,0
negative,Lesotho,,1
negative,Lesotho,WeÛªll lose touch with one another,0
negative,Lesotho,The loss of privacy,2
negative,Lesotho,I have no fears about a more connected future,1
negative,Lesotho,Other (please specify),0
negative,Lesotho,WeÛªll be less safe,0
positive,Uzbekistan,,0
positive,Uzbekistan,How much fun it will be,0
positive,Uzbekistan,How it will make us all smarter and better educated,0
positive,Uzbekistan,How easy it will make life,0
positive,Uzbekistan,How it will bring the world together,0
positive,Uzbekistan,Other (please specify),0
positive,Uzbekistan,None of the above,1
negative,Uzbekistan,,0
negative,Uzbekistan,WeÛªll lose touch with one another,0
negative,Uzbekistan,The loss of privacy,0
negative,Uzbekistan,I have no fears about a more connected future,0
negative,Uzbekistan,Other (please specify),0
negative,Uzbekistan,WeÛªll be less safe,0
positive,Equatorial Guinea,,3
positive,Equatorial Guinea,How much fun it will be,0
positive,Equatorial Guinea,How it will make us all smarter and better educated,2
positive,Equatorial Guinea,How easy it will make life,0
positive,Equatorial Guinea,How it will bring the world together,1
positive,Equatorial Guinea,Other (please specify),0
positive,Equatorial Guinea,None of the above,0
negative,Equatorial Guinea,,3
negative,Equatorial Guinea,WeÛªll lose touch with one another,0
negative,Equatorial Guinea,The loss of privacy,2
negative,Equatorial Guinea,I have no fears about a more connected future,0
negative,Equatorial Guinea,Other (please specify),0
negative,Equatorial Guinea,WeÛªll be less safe,0
positive,Liechtenstein,,0
positive,Liechtenstein,How much fun it will be,1
positive,Liechtenstein,How it will make us all smarter and better educated,1
positive,Liechtenstein,How easy it will make life,3
positive,Liechtenstein,How it will bring the world together,0
positive,Liechtenstein,Other (please specify),0
positive,Liechtenstein,None of the above,3
negative,Liechtenstein,,0
negative,Liechtenstein,WeÛªll lose touch with one another,0
negative,Liechtenstein,The loss of privacy,6
negative,Liechtenstein,I have no fears about a more connected future,0
negative,Liechtenstein,Other (please specify),0
negative,Liechtenstein,WeÛªll be less safe,0
positive,Comoros,,3
positive,Comoros,How much fun it will be,0
positive,Comoros,How it will make us all smarter and better educated,1
positive,Comoros,How easy it will make life,1
positive,Comoros,How it will bring the world together,1
positive,Comoros,Other (please specify),0
positive,Comoros,None of the above,0
negative,Comoros,,3
negative,Comoros,WeÛªll lose touch with one another,0
negative,Comoros,The loss of privacy,0
negative,Comoros,I have no fears about a more connected future,1
negative,Comoros,Other (please specify),0
negative,Comoros,WeÛªll be less safe,0
positive,Thailand,,53
positive,Thailand,How much fun it will be,10
positive,Thailand,How it will make us all smarter and better educated,32
positive,Thailand,How easy it will make life,52
positive,Thailand,How it will bring the world together,23
positive,Thailand,Other (please specify),13
positive,Thailand,None of the above,37
negative,Thailand,,48
negative,Thailand,WeÛªll lose touch with one another,0
negative,Thailand,The loss of privacy,75
negative,Thailand,I have no fears about a more connected future,17
negative,Thailand,Other (please specify),16
negative,Thailand,WeÛªll be less safe,0
positive,Singapore,,13
positive,Singapore,How much fun it will be,25
positive,Singapore,How it will make us all smarter and better educated,20
positive,Singapore,How easy it will make life,40
positive,Singapore,How it will bring the world together,32
positive,Singapore,Other (please specify),11
positive,Singapore,None of the above,32
negative,Singapore,,13
negative,Singapore,WeÛªll lose touch with one another,0
negative,Singapore,The loss of privacy,75
negative,Singapore,I have no fears about a more connected future,16
negative,Singapore,Other (please specify),11
negative,Singapore,WeÛªll be less safe,0
positive,Venezuela,,147
positive,Venezuela,How much fun it will be,251
positive,Venezuela,How it will make us all smarter and better educated,323
positive,Venezuela,How easy it will make life,463
positive,Venezuela,How it will bring the world together,235
positive,Venezuela,Other (please specify),97
positive,Venezuela,None of the above,150
negative,Venezuela,,158
negative,Venezuela,WeÛªll lose touch with one another,0
negative,Venezuela,The loss of privacy,681
negative,Venezuela,I have no fears about a more connected future,275
negative,Venezuela,Other (please specify),73
negative,Venezuela,WeÛªll be less safe,0
positive,Dominica,,0
positive,Dominica,How much fun it will be,0
positive,Dominica,How it will make us all smarter and better educated,0
positive,Dominica,How easy it will make life,1
positive,Dominica,How it will bring the world together,0
positive,Dominica,Other (please specify),0
positive,Dominica,None of the above,0
negative,Dominica,,0
negative,Dominica,WeÛªll lose touch with one another,0
negative,Dominica,The loss of privacy,1
negative,Dominica,I have no fears about a more connected future,0
negative,Dominica,Other (please specify),0
negative,Dominica,WeÛªll be less safe,0
positive,Nepal,,56
positive,Nepal,How much fun it will be,10
positive,Nepal,How it will make us all smarter and better educated,35
positive,Nepal,How easy it will make life,31
positive,Nepal,How it will bring the world together,33
positive,Nepal,Other (please specify),5
positive,Nepal,None of the above,10
negative,Nepal,,63
negative,Nepal,WeÛªll lose touch with one another,0
negative,Nepal,The loss of privacy,57
negative,Nepal,I have no fears about a more connected future,21
negative,Nepal,Other (please specify),4
negative,Nepal,WeÛªll be less safe,0
positive,Japan,,5
positive,Japan,How much fun it will be,14
positive,Japan,How it will make us all smarter and better educated,32
positive,Japan,How easy it will make life,35
positive,Japan,How it will bring the world together,24
positive,Japan,Other (please specify),13
positive,Japan,None of the above,36
negative,Japan,,5
negative,Japan,WeÛªll lose touch with one another,0
negative,Japan,The loss of privacy,81
negative,Japan,I have no fears about a more connected future,7
negative,Japan,Other (please specify),15
negative,Japan,WeÛªll be less safe,0
positive,Slovenia,,2
positive,Slovenia,How much fun it will be,7
positive,Slovenia,How it will make us all smarter and better educated,13
positive,Slovenia,How easy it will make life,17
positive,Slovenia,How it will bring the world together,14
positive,Slovenia,Other (please specify),2
positive,Slovenia,None of the above,18
negative,Slovenia,,1
negative,Slovenia,WeÛªll lose touch with one another,0
negative,Slovenia,The loss of privacy,37
negative,Slovenia,I have no fears about a more connected future,3
negative,Slovenia,Other (please specify),4
negative,Slovenia,WeÛªll be less safe,0
positive,Korea, Republic of,,5
positive,Korea, Republic of,How much fun it will be,4
positive,Korea, Republic of,How it will make us all smarter and better educated,8
positive,Korea, Republic of,How easy it will make life,13
positive,Korea, Republic of,How it will bring the world together,6
positive,Korea, Republic of,Other (please specify),5
positive,Korea, Republic of,None of the above,9
negative,Korea, Republic of,,5
negative,Korea, Republic of,WeÛªll lose touch with one another,0
negative,Korea, Republic of,The loss of privacy,25
negative,Korea, Republic of,I have no fears about a more connected future,2
negative,Korea, Republic of,Other (please specify),3
negative,Korea, Republic of,WeÛªll be less safe,0
positive,Seychelles,,0
positive,Seychelles,How much fun it will be,0
positive,Seychelles,How it will make us all smarter and better educated,0
positive,Seychelles,How easy it will make life,1
positive,Seychelles,How it will bring the world together,1
positive,Seychelles,Other (please specify),0
positive,Seychelles,None of the above,1
negative,Seychelles,,0
negative,Seychelles,WeÛªll lose touch with one another,0
negative,Seychelles,The loss of privacy,0
negative,Seychelles,I have no fears about a more connected future,0
negative,Seychelles,Other (please specify),0
negative,Seychelles,WeÛªll be less safe,0
positive,Russian Federation,,9
positive,Russian Federation,How much fun it will be,10
positive,Russian Federation,How it will make us all smarter and better educated,43
positive,Russian Federation,How easy it will make life,41
positive,Russian Federation,How it will bring the world together,36
positive,Russian Federation,Other (please specify),9
positive,Russian Federation,None of the above,39
negative,Russian Federation,,10
negative,Russian Federation,WeÛªll lose touch with one another,0
negative,Russian Federation,The loss of privacy,79
negative,Russian Federation,I have no fears about a more connected future,8
negative,Russian Federation,Other (please specify),12
negative,Russian Federation,WeÛªll be less safe,0
positive,Colombia,,143
positive,Colombia,How much fun it will be,323
positive,Colombia,How it will make us all smarter and better educated,395
positive,Colombia,How easy it will make life,550
positive,Colombia,How it will bring the world together,266
positive,Colombia,Other (please specify),171
positive,Colombia,None of the above,466
negative,Colombia,,166
negative,Colombia,WeÛªll lose touch with one another,0
negative,Colombia,The loss of privacy,1072
negative,Colombia,I have no fears about a more connected future,217
negative,Colombia,Other (please specify),123
negative,Colombia,WeÛªll be less safe,0
positive,Anonymous Proxy,,2
positive,Anonymous Proxy,How much fun it will be,2
positive,Anonymous Proxy,How it will make us all smarter and better educated,4
positive,Anonymous Proxy,How easy it will make life,3
positive,Anonymous Proxy,How it will bring the world together,5
positive,Anonymous Proxy,Other (please specify),8
positive,Anonymous Proxy,None of the above,14
negative,Anonymous Proxy,,2
negative,Anonymous Proxy,WeÛªll lose touch with one another,0
negative,Anonymous Proxy,The loss of privacy,24
negative,Anonymous Proxy,I have no fears about a more connected future,0
negative,Anonymous Proxy,Other (please specify),4
negative,Anonymous Proxy,WeÛªll be less safe,0
positive,Vanuatu,,0
positive,Vanuatu,How much fun it will be,0
positive,Vanuatu,How it will make us all smarter and better educated,0
positive,Vanuatu,How easy it will make life,1
positive,Vanuatu,How it will bring the world together,2
positive,Vanuatu,Other (please specify),0
positive,Vanuatu,None of the above,0
negative,Vanuatu,,0
negative,Vanuatu,WeÛªll lose touch with one another,0
negative,Vanuatu,The loss of privacy,2
negative,Vanuatu,I have no fears about a more connected future,1
negative,Vanuatu,Other (please specify),0
negative,Vanuatu,WeÛªll be less safe,0
positive,Kuwait,,2
positive,Kuwait,How much fun it will be,2
positive,Kuwait,How it will make us all smarter and better educated,2
positive,Kuwait,How easy it will make life,5
positive,Kuwait,How it will bring the world together,1
positive,Kuwait,Other (please specify),2
positive,Kuwait,None of the above,6
negative,Kuwait,,2
negative,Kuwait,WeÛªll lose touch with one another,0
negative,Kuwait,The loss of privacy,6
negative,Kuwait,I have no fears about a more connected future,0
negative,Kuwait,Other (please specify),3
negative,Kuwait,WeÛªll be less safe,0
positive,Ghana,,28
positive,Ghana,How much fun it will be,10
positive,Ghana,How it will make us all smarter and better educated,19
positive,Ghana,How easy it will make life,30
positive,Ghana,How it will bring the world together,8
positive,Ghana,Other (please specify),3
positive,Ghana,None of the above,7
negative,Ghana,,27
negative,Ghana,WeÛªll lose touch with one another,0
negative,Ghana,The loss of privacy,40
negative,Ghana,I have no fears about a more connected future,9
negative,Ghana,Other (please specify),4
negative,Ghana,WeÛªll be less safe,0
positive,Lithuania,,6
positive,Lithuania,How much fun it will be,7
positive,Lithuania,How it will make us all smarter and better educated,12
positive,Lithuania,How easy it will make life,18
positive,Lithuania,How it will bring the world together,11
positive,Lithuania,Other (please specify),7
positive,Lithuania,None of the above,8
negative,Lithuania,,6
negative,Lithuania,WeÛªll lose touch with one another,0
negative,Lithuania,The loss of privacy,34
negative,Lithuania,I have no fears about a more connected future,1
negative,Lithuania,Other (please specify),5
negative,Lithuania,WeÛªll be less safe,0
positive,Zimbabwe,,7
positive,Zimbabwe,How much fun it will be,8
positive,Zimbabwe,How it will make us all smarter and better educated,5
positive,Zimbabwe,How easy it will make life,30
positive,Zimbabwe,How it will bring the world together,9
positive,Zimbabwe,Other (please specify),0
positive,Zimbabwe,None of the above,2
negative,Zimbabwe,,7
negative,Zimbabwe,WeÛªll lose touch with one another,0
negative,Zimbabwe,The loss of privacy,23
negative,Zimbabwe,I have no fears about a more connected future,12
negative,Zimbabwe,Other (please specify),3
negative,Zimbabwe,WeÛªll be less safe,0
positive,San Marino,,1
positive,San Marino,How much fun it will be,2
positive,San Marino,How it will make us all smarter and better educated,1
positive,San Marino,How easy it will make life,5
positive,San Marino,How it will bring the world together,2
positive,San Marino,Other (please specify),3
positive,San Marino,None of the above,1
negative,San Marino,,0
negative,San Marino,WeÛªll lose touch with one another,0
negative,San Marino,The loss of privacy,4
negative,San Marino,I have no fears about a more connected future,0
negative,San Marino,Other (please specify),3
negative,San Marino,WeÛªll be less safe,0
